time_since_first
0 days 00:00:00
0 days 00:00:11.275501056
0 days 00:00:22.526228992
0 days 00:00:33.863886080
0 days 00:00:45.037488896
0 days 00:00:56.276369920
0 days 00:01:07.709136896
0 days 00:01:18.694278912
0 days 00:01:29.755805952
0 days 00:01:41.001948928
0 days 00:01:52.187176960
0 days 00:02:03.389711104
0 days 00:02:14.614923008
0 days 00:02:25.685819904
0 days 00:02:36.912899072
0 days 00:02:48.076687104
0 days 00:02:59.290734080
0 days 00:03:10.464336896
0 days 00:03:21.465388032
0 days 00:03:32.694576896
0 days 00:03:43.881137920
0 days 00:03:55.143074048
0 days 00:04:06.464312064
0 days 00:04:17.677677056
0 days 00:04:28.707362048
0 days 00:04:39.838648064
0 days 00:04:51.082746880
0 days 00:05:02.363345920
0 days 00:05:13.501532928
0 days 00:05:24.582828032
0 days 00:05:35.707407872
0 days 00:05:46.886055936
0 days 00:05:58.098844928
0 days 00:06:09.390156032
0 days 00:06:20.562425088
0 days 00:06:32.038749952
0 days 00:06:43.655343872
0 days 00:06:55.226043904
0 days 00:07:06.890535936
0 days 00:07:18.428948992
0 days 00:07:29.993822976
0 days 00:07:41.476862976
0 days 00:07:53.009248
0 days 00:08:04.485039872
0 days 00:08:15.928352
0 days 00:08:27.334536960
0 days 00:08:38.620124928
0 days 00:08:50.118501888
0 days 00:09:01.771460096
0 days 00:09:13.309145088
0 days 00:09:24.834063872
0 days 00:09:36.381742080
0 days 00:09:47.717956096
0 days 00:09:59.103783936
0 days 00:10:10.434332928
0 days 00:10:22.027416064
0 days 00:10:33.391279872
0 days 00:10:44.933012992
0 days 00:10:56.472914944
0 days 00:11:07.902935040
0 days 00:11:19.489624064
0 days 00:11:30.860902912
0 days 00:11:42.426812928
0 days 00:11:53.953084928
0 days 00:12:05.383773952
0 days 00:12:16.764182016
0 days 00:12:28.130296064
0 days 00:12:39.506525952
0 days 00:12:50.714268928
0 days 00:13:02.201374976
0 days 00:13:13.382774016
0 days 00:13:24.734688
0 days 00:13:36.081168896
0 days 00:13:47.584062976
0 days 00:13:59.234255872
0 days 00:14:10.603902976
0 days 00:14:21.984396032
0 days 00:14:33.219864064
0 days 00:14:44.508961024
0 days 00:14:55.898874112
0 days 00:15:07.361603072
0 days 00:15:18.685477120
0 days 00:15:30.139079936
0 days 00:15:41.296828928
0 days 00:15:52.829318912
0 days 00:16:04.260204032
0 days 00:16:15.403332096
0 days 00:16:26.691451904
0 days 00:16:38.102354944
0 days 00:16:49.318763008
0 days 00:17:00.624593920
0 days 00:17:11.859138048
0 days 00:17:23.020060928
0 days 00:17:34.209434880
0 days 00:17:45.340002048
0 days 00:17:56.706136064
0 days 00:18:07.880986112
0 days 00:18:19.234857984
0 days 00:18:30.398280960
0 days 00:18:41.554695936
0 days 00:18:52.686011904
0 days 00:19:03.780377088
0 days 00:19:15.207436032
0 days 00:19:26.240701952
0 days 00:19:37.467041024
0 days 00:19:48.619569920
0 days 00:19:59.980493056
0 days 00:20:11.417600
0 days 00:20:22.679949056
0 days 00:20:33.935148032
0 days 00:20:45.123424
0 days 00:20:56.183827968
0 days 00:21:07.429163008
0 days 00:21:18.700078080
0 days 00:21:29.758626048
0 days 00:21:40.925995008
0 days 00:21:52.108391936
0 days 00:22:03.068111104
0 days 00:22:14.220489984
0 days 00:22:25.454656
0 days 00:22:36.531899904
0 days 00:22:47.639676928
0 days 00:22:58.765120
0 days 00:23:09.950183936
0 days 00:23:21.205396992
0 days 00:23:32.287836928
0 days 00:23:43.403636992
0 days 00:23:54.806185984
0 days 00:24:05.900188928
0 days 00:24:16.781880064
0 days 00:24:28.128438016
0 days 00:24:39.268549888
0 days 00:24:50.394637056
0 days 00:25:01.572032
0 days 00:25:12.772179968
0 days 00:25:24.288256
0 days 00:25:35.355326976
0 days 00:25:46.759567872
0 days 00:25:58.322201088
0 days 00:26:09.587741952
0 days 00:26:20.747720960
0 days 00:26:31.970793984
0 days 00:26:43.217099008
0 days 00:26:54.400208896
0 days 00:27:05.693367040
0 days 00:27:16.812153088
0 days 00:27:27.920250112
0 days 00:27:39.023727872
0 days 00:27:50.182273024
0 days 00:28:01.419545088
0 days 00:28:12.587408896
0 days 00:28:23.945586944
0 days 00:28:35.155238912
0 days 00:28:46.428734976
0 days 00:28:57.398136064
0 days 00:29:08.553447936
0 days 00:29:19.675588096
0 days 00:29:31.037719040
0 days 00:29:42.278256896
0 days 00:29:53.406610944
0 days 00:30:04.556304896
0 days 00:30:15.717262080
0 days 00:30:27.012211968
0 days 00:30:38.309040896
